"Name","GPS","DateTime","NO2","O3_1hr","O3_4hr","O3_8hr","CO","PM10 1 hr","PM2.5 1 hr","PM10","PM2.5","AQI_CO","AQI_NO2","AQI_O3_1hr","AQI_O3_4hr","AQI_O3_8hr","AQI_PM10","AQI_PM2.5","AQI_Site","Date","Time"
"Monash","(-35.418302, 149.094018)","21/01/2022 04:00:00 AM","0","0.014","0.015","0.014","0","11.4","-1.8","10.6","6.5","0","0","14","18","21","21","26","26","21 January 2022","04:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 04:00:00 AM",,"0.01","0.011","0.012",,"11.1","3.9","11.4","4.2",,,"10","14","18","23","17","23","21 January 2022","04:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 04:00:00 AM","0","0.014","0.014","0.014","0.05","11.3","2.9","10.5","5.5","1","0","14","17",,"21","22","22","21 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 03:00:00 AM","0","0.015","0.014","0.014","0","13.1","5.9","10.4","6.8","0","0","15","18","22","21","27","27","21 January 2022","03:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 03:00:00 AM","0","0.014","0.014","0.014","0.05","11.9","6.7","10.3","5.3","1","0","14","17",,"21","21","22","21 January 2022","03:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 03:00:00 AM",,"0.01","0.012","0.012",,"9.2","2.8","11.4","4.2",,,"10","15","19","23","17","23","21 January 2022","03:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 02:00:00 AM",,"0.012","0.012","0.013",,"7.1","2","11.3","4.1",,,"12","15","20","23","16","23","21 January 2022","02:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 02:00:00 AM","0","0.015","0.014","0.014","0","14.4","10","10.2","7","0","0","15","17","22","20","28","28","21 January 2022","02:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 02:00:00 AM","0","0.014","0.013","0.014","0.05","11.9","4.4","10","4.9","1","0","14","17",,"20","20","22","21 January 2022","02:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 01:00:00 AM",,"0.012","0.013","0.013",,"8.6","1.8","11","4.1",,,"12","16","20","22","17","22","21 January 2022","01:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 01:00:00 AM","0","0.013","0.014","0.015","0.05","12.6","-1.2","9.6","4.7","1","0","13","17",,"19","19","22","21 January 2022","01:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 01:00:00 AM","0","0.014","0.014","0.014","0","10.4","12.5","9.9","6.6","0","0","14","17","22","20","26","26","21 January 2022","01:00"
"Florey","(-35.220606, 149.0435)","21/01/2022 12:00:00 AM","0","0.013","0.014","0.015","0.05","12.3","4.5","9.3","4.6","1","0","13","18",,"19","19","23","21 January 2022","00:00"
"Monash","(-35.418302, 149.094018)","21/01/2022 12:00:00 AM","0","0.012","0.013","0.014","0","15.3","2.9","9.8","5.9","0","0","12","17","22","20","24","24","21 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","21/01/2022 12:00:00 AM",,"0.013","0.013","0.013",,"14.3","3.5","10.6","4.2",,,"13","16","21","21","17","21","21 January 2022","00:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 11:00:00 PM","0","0.013","0.015","0.015","0.05","12.3","4.7","9","4.5","1","0","13","18",,"18","18","23","20 January 2022","23:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 11:00:00 PM","0","0.014","0.014","0.015","0","18.4","6","9.1","6.1","0","0","14","18","23","18","24","24","20 January 2022","23:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 11:00:00 PM",,"0.012","0.013","0.013",,"10.2","5.3","10.1","4.2",,,"12","16","21","20","17","21","20 January 2022","23:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 10:00:00 PM","0","0.015","0.015","0.016","0.06","11","8.4","8.7","4.5","1","0","15","19",,"17","18","24","20 January 2022","22:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 10:00:00 PM",,"0.013","0.014","0.014",,"13.1","5.6","9.7","4.1",,,"13","17","21","19","16","21","20 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 10:00:00 PM","0","0.014","0.014","0.015","0","16.2","13.3","8.2","5.9","0","0","14","18","23","16","24","24","20 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 09:00:00 PM","0","0.013","0.015","0.015","0","12","9.3","7.6","5.9","0","0","13","18","24","15","24","24","20 January 2022","21:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 09:00:00 PM","0","0.015","0.016","0.016","0.06","11.2","7.9","8.7","4.5","1","0","15","19",,"17","18","25","20 January 2022","21:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 09:00:00 PM",,"0.014","0.014","0.014",,"9.5","5","9.5","4",,,"14","17","21","19","16","21","20 January 2022","21:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 08:00:00 PM","0","0.015","0.016","0.016","0","11.6","0.3","7.3","6.1","0","0","15","19","24","15","24","24","20 January 2022","20:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 08:00:00 PM","0","0.015","0.016","0.016","0.05","10.6","1.4","8.9","4.3","1","0","15","20",,"18","17","25","20 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 08:00:00 PM",,"0.013","0.014","0.014",,"10.7","5.6","9.5","3.9",,,"13","17","21","19","15","21","20 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 07:00:00 PM",,"0.014","0.014","0.014",,"8.3","6.9","9.6","3.6",,,"14","18","22","19","14","22","20 January 2022","19:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 07:00:00 PM","0","0.015","0.016","0.016","0","7.5","8","7.3","6","0","0","15","20","25","15","24","25","20 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 07:00:00 PM","0","0.016","0.016","0.017","0.05","8.8","6.1","9.2","4.2","1","0","16","20",,"18","17","26","20 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 06:00:00 PM","0","0.016","0.016","0.017","0.05","9","5.3","9.5","3.8","1","0","16","20",,"19","15","26","20 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 06:00:00 PM","0","0.016","0.016","0.017","0","14","-0.3","7.7","5.8","0","0","16","20","25","15","23","25","20 January 2022","18:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 06:00:00 PM",,"0.014","0.014","0.014",,"8.8","5.8","9.8","3.3",,,"14","18","22","20","13","22","20 January 2022","18:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 05:00:00 PM","0.001","0.016","0.017","0.017","0.05","8.6","9.5","9.6","3.7","1","1","16","21",,"19","15","27","20 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 05:00:00 PM",,"0.014","0.014","0.015",,"14.1","3.4","10.1","3.1",,,"14","18","22","20","12","22","20 January 2022","17:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 05:00:00 PM","0","0.016","0.016","0.017","0","8","6.1","7.5","6.5","0","0","16","20","26","15","26","26","20 January 2022","17:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 04:00:00 PM",,,"0.016","0.017","0","9.2","10","7.6","6.7","0",,,"20","27","15","27","27","20 January 2022","16:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 04:00:00 PM",,,"0.017","0.018","0.05","6.8","1.9","9.7","3.5","1",,,"21",,"19","14","27","20 January 2022","16:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 04:00:00 PM",,,"0.014","0.015",,"14.1","2.3","9.9","2.9",,,,"18","23","20","12","23","20 January 2022","16:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 03:00:00 PM","0","0.017","0.017","0.017","0.05","5.5","4.2","9.7","3.5","1","0","17","22",,"19","14","27","20 January 2022","15:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 03:00:00 PM","0","0.016","0.017","0.017","0","6.1","1.3","7.5","6.6","0","0","16","21","27","15","26","27","20 January 2022","15:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 03:00:00 PM",,"0.014","0.014","0.015",,"9.3","4.4","9.9","2.9",,,"14","18","22","20","12","22","20 January 2022","15:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 02:00:00 PM",,"0.014","0.015","0.014",,"9.9","5.5","10.1","2.8",,,"14","18","22","20","11","22","20 January 2022","14:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 02:00:00 PM","0","0.017","0.018","0.017","0.05","8.4","7.6","9.8","3.2","1","0","17","22",,"20","13","27","20 January 2022","14:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 02:00:00 PM","0","0.017","0.017","0.017","0","8.1","4.8","7.6","6.7","0","0","17","21","26","15","27","27","20 January 2022","14:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 01:00:00 PM",,"0.014","0.015","0.014",,"13","6","9.8","2.7",,,"14","19","22","20","11","22","20 January 2022","13:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 01:00:00 PM","0.001","0.017","0.018","0.017","0.05","13.4","6.1","9.8","3","1","1","17","23",,"20","12","26","20 January 2022","13:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 01:00:00 PM","0","0.016","0.018","0.017","0","4.1","6.2","7.6","6.8","0","0","16","22","26","15","27","27","20 January 2022","13:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 12:00:00 PM",,"0.015","0.015","0.014",,"14.6","6.5","9.8","2.7",,,"15","19","22","20","11","22","20 January 2022","12:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 12:00:00 PM","0","0.017","0.018","0.017","0","10.6","4.1","7.9","6.3","0","0","17","23","25","16","25","25","20 January 2022","12:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 12:00:00 PM","0","0.018","0.018","0.017","0.05","16.4","5.8","9.6","2.7","1","0","18","23",,"19","11","26","20 January 2022","12:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 11:00:00 AM",,"0.015","0.015","0.015",,"15.7","6.4","9.9","2.7",,,"15","18","22","20","11","22","20 January 2022","11:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 11:00:00 AM","0","0.018","0.018","0.016","0",,"1.1","7.8","5.7","0","0","18","23","25","16","23","25","20 January 2022","11:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 11:00:00 AM","0","0.019","0.018","0.016","0.05","15.7","6.8","9.4","2.8","1","0","19","22",,"19","11","25","20 January 2022","11:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 10:00:00 AM","0.001","0.018","0.017","0.016","0.05","10.9","8.7","9.1","2.8","1","1","18","21",,"18","11","24","20 January 2022","10:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 10:00:00 AM",,"0.016","0.014","0.015",,"15.9","2.2","9.9","2.9",,,"16","18","22","20","11","22","20 January 2022","10:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 10:00:00 AM","0","0.019","0.017","0.016","0",,"8.4","7.8","5.9","0","0","19","21","24","16","24","24","20 January 2022","10:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 09:00:00 AM","0","0.018","0.016","0.015","0",,"24.7","8","5.7","0","0","18","20","23","16","23","23","20 January 2022","09:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 09:00:00 AM",,"0.015","0.014","0.014",,"12.4","3.9","9.6","3.3",,,"15","17","22","19","13","22","20 January 2022","09:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 09:00:00 AM","0.001","0.017","0.016","0.016","0.04","10","13.1","9.1","3","0","1","17","20",,"18","12","24","20 January 2022","09:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 08:00:00 AM",,"0.013","0.014","0.014",,"11","4.4","9.6","3.5",,,"13","17","22","19","14","22","20 January 2022","08:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 08:00:00 AM","0.002","0.016","0.016","0.015","0.04","10","6.8","9.2","2.6","0","3","16","19",,"18","11","23","20 January 2022","08:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 08:00:00 AM","0","0.017","0.015","0.015","0","7.4","11.9","8.1","4.9","0","0","17","19","22","16","20","22","20 January 2022","08:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 07:00:00 AM",,"0.013","0.014","0.014",,"13.1","3.6","9.8","3.5",,,"13","18","22","20","14","22","20 January 2022","07:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 07:00:00 AM","0.002","0.016","0.015","0.015","0.04","7.5","1.4","9.3","2.5","0","3","16","19",,"19","10","23","20 January 2022","07:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 07:00:00 AM","0","0.014","0.014","0.014","0","10.7","1.6","8.1","5.2","0","0","14","18","22","16","21","22","20 January 2022","07:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 06:00:00 AM",,"0.013","0.015","0.015",,"9.2","2.6","10","3.4",,,"13","18","23","20","13","23","20 January 2022","06:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 06:00:00 AM","0","0.015","0.014","0.014","0","7.6","5.3","8.2","6.2","0","0","15","18","22","16","25","25","20 January 2022","06:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 06:00:00 AM","0.001","0.015","0.015","0.015","0.04","6.8","6.1","9.5","2.6","0","1","15","19",,"19","10","23","20 January 2022","06:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 05:00:00 AM","0.001","0.015","0.015","0.015","0.04","8.3","2.5","9.5","2.3","0","1","15","19",,"19","9","23","20 January 2022","05:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 05:00:00 AM",,"0.015","0.015","0.015",,"10.4","2.2","10.4","3.2",,,"15","19","23","21","13","23","20 January 2022","05:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 05:00:00 AM","0","0.014","0.014","0.014","0","7.9","5.9","8.3","6.2","0","0","14","18","22","17","25","25","20 January 2022","05:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 04:00:00 AM","0","0.015","0.015","0.015","0.04","6.3","-2.1","9.3","2.1","0","0","15","18",,"19","9","23","20 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 04:00:00 AM","0","0.014","0.014","0.015","0","6.3","5","8.6","6","0","0","14","18","22","17","24","24","20 January 2022","04:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 04:00:00 AM",,"0.016","0.015","0.015",,"11","2.1","10.4","3",,,"16","19","23","21","12","23","20 January 2022","04:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 03:00:00 AM","0","0.014","0.014","0.015","0","7.9","9.8","8.6","5.7","0","0","14","18","23","17","23","23","20 January 2022","03:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 03:00:00 AM",,"0.015","0.015","0.015",,"7.8","2","9.9","2.9",,,"15","18","23","20","12","23","20 January 2022","03:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 03:00:00 AM","0","0.015","0.015","0.016","0.04","5","-1.6","9.1","2.3","0","0","15","18",,"18","9","24","20 January 2022","03:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 02:00:00 AM","0","0.014","0.014","0.016","0","8","-0.1","8.3","5","0","0","14","18","24","17","20","24","20 January 2022","02:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 02:00:00 AM",,"0.015","0.015","0.015",,"0","2.4","9.7","2.6",,,"15","18","24","19","10","24","20 January 2022","02:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 02:00:00 AM","0","0.015","0.015","0.016","0.04","3.4","-1.4","9","2.3","0","0","15","18",,"18","9","25","20 January 2022","02:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 01:00:00 AM","0","0.014","0.015","0.016","0","8.1","-2.9","7.9","5.2","0","0","14","18","25","16","21","25","20 January 2022","01:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 01:00:00 AM","0","0.014","0.015","0.017","0.04","4","-2.1","9","2.2","0","0","14","18",,"18","9","25","20 January 2022","01:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 01:00:00 AM",,"0.014","0.014","0.016",,"-1.3","2.8","10.1","2.2",,,"14","18","24","20","9","24","20 January 2022","01:00"
"Monash","(-35.418302, 149.094018)","20/01/2022 12:00:00 AM","0","0.014","0.015","0.017","0","1.7",,"7.5","5.4","0","0","14","19","26","15","22","26","20 January 2022","00:00"
"Florey","(-35.220606, 149.0435)","20/01/2022 12:00:00 AM","0","0.015","0.015","0.017","0.04","5.4","1.9","8.9","2.2","0","0","15","19",,"18","9","26","20 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","20/01/2022 12:00:00 AM",,"0.014","0.015","0.016",,"0.9","4.2","10.6","2",,,"14","18","25","21","8","25","20 January 2022","00:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 11:00:00 PM",,"0.015","0.016","0.016",,"2.4","3.1","10.7","1.8",,,"15","19","25","21","7","25","19 January 2022","23:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 11:00:00 PM","0","0.015","0.016","0.017","0","0.1","2","7.6","5.4","0","0","15","20","26","15","22","26","19 January 2022","23:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 11:00:00 PM","0","0.015","0.016","0.017","0.04","6.6","4.6","8.7","2.1","0","0","15","20",,"17","8","27","19 January 2022","23:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 10:00:00 PM",,"0.014","0.016","0.016",,"6","3.5","10.8","1.7",,,"14","20","25","22","7","25","19 January 2022","22:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 10:00:00 PM","0","0.015","0.017","0.018","0.05","11.3","8.7","8.5","1.9","1","0","15","22",,"17","8","27","19 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 10:00:00 PM","0","0.015","0.017","0.018","0","2","13.5","7.6","5.4","0","0","15","21","27","15","22","27","19 January 2022","22:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 09:00:00 PM","0","0.016","0.018","0.018","0","7.2","13.2","7.5","4.8","0","0","16","22","27","15","19","27","19 January 2022","21:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 09:00:00 PM",,"0.015","0.017","0.016",,"11.5","1.1","10.8","1.5",,,"15","22","25","22","6","25","19 January 2022","21:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 09:00:00 PM","0","0.016","0.018","0.018","0.05","15.7","1.6","8.1","1.5","1","0","16","23",,"16","6","28","19 January 2022","21:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 08:00:00 PM","0","0.018","0.019","0.018","0","11.1","-0.6","7.4","4.5","0","0","18","23","27","15","18","27","19 January 2022","20:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 08:00:00 PM","0","0.019","0.019","0.018","0.05","17.9","-1.6","7.6","1.3","1","0","19","23",,"15","5","28","19 January 2022","20:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 08:00:00 PM",,"0.018","0.018","0.016",,"11.7","-1.1","10.5","1.5",,,"18","22","25","21","6","25","19 January 2022","20:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 07:00:00 PM","0","0.018","0.019","0.017","0","15.3","3.6","7.1","4.7","0","0","18","23","27","14","19","27","19 January 2022","19:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 07:00:00 PM","0","0.019","0.019","0.018","0.05","14.5","-3","7.1","1.4","1","0","19","23",,"14","6","28","19 January 2022","19:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 07:00:00 PM",,"0.018","0.017","0.016",,"14.3","-0.5","10.3","1.5",,,"18","22","25","21","6","25","19 January 2022","19:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 06:00:00 PM",,"0.018","0.016","0.016",,"14.8","0.6","10.1","1.4",,,"18","20","25","20","6","25","19 January 2022","18:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 06:00:00 PM","0","0.019","0.019","0.017","0","10.7","13.9","6.7","4.6","0","0","19","23","27","13","18","27","19 January 2022","18:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 06:00:00 PM","0","0.019","0.018","0.018","0.05","11.5","3.3","6.6","1.5","1","0","19","23",,"13","6","28","19 January 2022","18:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 05:00:00 PM","0","0.018","0.018","0.018","0.05","10.6","6.1","6.3","1.3","1","0","18","22",,"13","5","28","19 January 2022","17:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 05:00:00 PM","0","0.019","0.018","0.017","0","10.2","11.7","6.4","4.4","0","0","19","23","26","13","18","26","19 January 2022","17:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 05:00:00 PM",,"0.016","0.015","0.016",,"9","0.5","9.9","1.3",,,"16","19","24","20","5","24","19 January 2022","17:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 04:00:00 PM",,,"0.017","0.018","0.05","8","-0.3","6","0.9","1",,,"22",,"12","4","27","19 January 2022","16:00"
"Civic","(-35.285399, 149.131536)","19/01/2022 04:00:00 PM",,,"0.015","0.015",,"14.4","1.2","9.9","1.2",,,,"18","24","20","5","24","19 January 2022","16:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 04:00:00 PM",,,"0.017","0.017","0","7.3","7.4","6","4","0",,,"21","25","12","16","25","19 January 2022","16:00"
"Florey","(-35.220606, 149.0435)","19/01/2022 03:00:00 PM","0","0.018","0.018","0.017","0.06","7.2","-1.9","5.7","0.8","1","0","18","23",,"11","3","26","19 January 2022","15:00"
"Monash","(-35.418302, 149.094018)","19/01/2022 03:00:00 PM","0","0.018","0.017","0.016","0","6.5","3","5.8","3.6","0","0","18","21","25","12","14","25","19 January 2022","15:00"
